indicator_id,name,unit,timestamp
5.2.3_KHM.BAS.AID.GPE," International aid disbursed to basic education, Global Partnership for Education to Cambodia (USD million)  ",,2025-11-24T12:05:52.124038
5.2.3_LAO.BAS.AID.EC," International aid disbursed to basic education, European Commission to Laos (USD million)  ",,2025-11-24T12:05:52.124039
5.2.3_LBR.BAS.AID.WB," International aid disbursed to basic education, World Bank to Liberia (USD million)  ",,2025-11-24T12:05:52.124040
5.2.3_MDG.BAS.AID.FR, International aid to basic education executed by AFD and French Embassy in Madagascar (USD million)  ,,2025-11-24T12:05:52.124041
5.2.3_MRT.BAS.AID.ISDB,"International aid disbursed to basic education, IsDB to Mauritania (USD million) ",,2025-11-24T12:05:52.124041
5.2.3_MWI.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Malawi (USD million)",,2025-11-24T12:05:52.124042
5.2.3_NER.BAS.AID.FR,"International aid disbursed to basic education, French Embassy to Niger (USD million) ",,2025-11-24T12:05:52.124043
5.2.3_RWA.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Rwanda (USD million)  ",,2025-11-24T12:05:52.124044
5.2.3_SEN.BAS.AID.GPE," International aid disbursed to basic education, Global Partnership for Education to Senegal (USD million)  ",,2025-11-24T12:05:52.124045
5.2.3_SLE.BAS.AID.GIZ," International aid disbursed to basic education, GIZ to Sierra Leone (USD million)  ",,2025-11-24T12:05:52.124046
5.2.3_TJK.BAS.AID.EC," International aid disbursed to basic education, European Commission to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124047
5.2.3_TLS.TOT.AID.AUS," International aid disbursed to total education, Australia to Timor-Leste (USD million) ",,2025-11-24T12:05:52.124047
5.2.3_VNM.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Vietnam (USD million)  ",,2025-11-24T12:05:52.124048
5.2.3_ZMB.BAS.AID.ILO,"International aid disbursed to basic education, ILO to Zambia (USD million) ",,2025-11-24T12:05:52.124051
5.2.4_AFG.BAS.AID.DEU,"International aid disbursed to basic education, Germany to Afghanistan (USD million)",,2025-11-24T12:05:52.124052
5.2.4_BFA.BAS.AID.DNK," International aid disbursed to basic education, Denmark to Burkina Faso (USD million)  ",,2025-11-24T12:05:52.124053
5.2.4_CIV.BAS.AID.ISDB," International aid disbursed to basic education, IsDB to Côte d'Ivoire (USD million)  ",,2025-11-24T12:05:52.124054
5.2.4_CMR.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Cameroun (USD million) ",,2025-11-24T12:05:52.124056
5.2.4_DJI.BAS.AID.AFDB,"International aid disbursed to basic education, AfDB to Djibouti (USD million) ",,2025-11-24T12:05:52.124057
5.2.4_ETH.BAS.AID.DVV,"International aid disbursed to basic education, DVV international to Ethiopia (USD million) ",,2025-11-24T12:05:52.124058
5.2.4_GEO.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Georgia (USD million)",,2025-11-24T12:05:52.124059
5.2.4_GHA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Djibouti (USD million) ",,2025-11-24T12:05:52.124060
5.2.4_GIN.BAS.AID.ADPP.GPE,"International aid disbursed to basic education, Global Partnership for Education to Guinea (USD million) ",,2025-11-24T12:05:52.124061
5.2.4_GNB.BAS.AID.EU,"International aid disbursed to basic education, European Commission to Guinea Bissau (USD million)",,2025-11-24T12:05:52.124062
5.2.4_KGZ.BAS.AID.ADPP.WB," International aid disbursed to basic education, World Bank to Kyrgyzstan (USD million) ",,2025-11-24T12:05:52.124063
5.2.4_KHM.BAS.AID.EC," International aid disbursed to basic education, European Commission to Cambodia (USD million)  ",,2025-11-24T12:05:52.124063
5.2.4_LAO.BAS.AID.DEU," International aid disbursed to basic education, Germany (GIZ and KfW) to Laos (USD million)  ",,2025-11-24T12:05:52.124064
5.2.4_MDG.BAS.AID.JICA, International aid to basic education executed by JICA in Madagascar (USD million)  ,,2025-11-24T12:05:52.124065
5.2.4_MRT.BAS.AID.SP,"International aid disbursed to basic education, Spanish Cooperation to Mauritania (USD million)",,2025-11-24T12:05:52.124066
5.2.4_MWI.BAS.AID.GIZ,"International aid disbursed to basic education, GIZ to Malawi (USD million) ",,2025-11-24T12:05:52.124067
5.2.4_NER.BAS.AID.JAPAN,"International aid disbursed to basic education, Japan to Niger (USD million) ",,2025-11-24T12:05:52.124068
5.2.4_RWA.BAS.AID.USAID," International aid disbursed to basic education, USAID to Rwanda (USD million)  ",,2025-11-24T12:05:52.124069
5.2.4_SEN.BAS.AID.IT," International aid disbursed to basic education, Italy to Senegal (USD million)  ",,2025-11-24T12:05:52.124070
5.2.4_SLE.BAS.AID.JICA," International aid disbursed to basic education, JICA to Sierra Leone (USD million)  ",,2025-11-24T12:05:52.124071
5.2.4_TJK.BAS.AID.GIZ," International aid disbursed to basic education, GIZ to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124072
5.2.4_TLS.TOT.AID.WB," International aid disbursed to total education, World Bank (IDA) to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124072
5.2.4_VNM.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Vietnam (USD million) ",,2025-11-24T12:05:52.124073
5.2.4_ZMB.BAS.AID.JPN,"International aid disbursed to basic education, Japan to Zambia (USD million) ",,2025-11-24T12:05:52.124074
5.2.5_AFG.BAS.AID.IND,"International aid disbursed to basic education, India to Afghanistan (USD million)",,2025-11-24T12:05:52.124075
5.2.5_BFA.BAS.AID.JICA," International aid disbursed to basic education, JICA to Burkina Faso (USD million)  ",,2025-11-24T12:05:52.124076
5.2.5_CIV.BAS.AID.FSD," International aid disbursed to basic education, FSD to Côte d'Ivoire (USD million)  ",,2025-11-24T12:05:52.124077
5.2.5_CMR.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Cameroun (USD million)",,2025-11-24T12:05:52.124078
5.2.5_DJI.BAS.AID.ISDB,"International aid disbursed to basic education, IsDB to Djibouti (USD million)",,2025-11-24T12:05:52.124079
5.2.5_ETH.BAS.AID.EC,"International aid disbursed to basic education, European Commission to Ethiopia (USD million) ",,2025-11-24T12:05:52.124081
5.2.5_GHA.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Djibouti (USD million) ",,2025-11-24T12:05:52.124084
5.2.5_GIN.BAS.AID.ADPP.GIZ,"International aid disbursed to basic education, GIZ to Guinea (USD million)",,2025-11-24T12:05:52.124085
5.2.5_GNB.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Guinea Bissau (USD million) ",,2025-11-24T12:05:52.124086
5.2.5_KHM.BAS.AID.JPN," International aid disbursed to basic education, Japan to Cambodia (USD million)  ",,2025-11-24T12:05:52.124086
5.2.5_LAO.BAS.AID.GPE," International aid disbursed to basic education, Global Partnership for Education to Laos (USD million)  ",,2025-11-24T12:05:52.124087
5.2.5_MDG.BAS.AID.NOR, International aid to basic education executed by Norway in Madagascar (USD million)  ,,2025-11-24T12:05:52.124088
5.2.5_MRT.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Mauritania (USD million) ",,2025-11-24T12:05:52.124089
5.2.5_MWI.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Malawi (USD million) ",,2025-11-24T12:05:52.124090
5.2.5_NER.BAS.AID.KFW,"International aid disbursed to basic education, KfW to Niger (USD million) ",,2025-11-24T12:05:52.124091
5.2.5_RWA.BAS.AID.WB," International aid disbursed to basic education, World Bank to Rwanda (USD million)  ",,2025-11-24T12:05:52.124092
5.2.5_SEN.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Senegal (USD million)  ",,2025-11-24T12:05:52.124093
5.2.5_SLE.BAS.AID.SIDA," International aid disbursed to basic education, Sida to Sierra Leone (USD million)  ",,2025-11-24T12:05:52.124093
5.2.5_TJK.BAS.AID.GPE," International aid disbursed to basic education, Global Partnership for Education (CF and EPDF) to Tajikistan (USD million) ",,2025-11-24T12:05:52.124094
5.2.5_TLS.TOT.AID.JPN," International aid disbursed to total education, Japan to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124095
5.2.5_VNM.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Vietnam (USD million)  ",,2025-11-24T12:05:52.124096
5.2.5_ZMB.BAS.AID.ZMB,"International aid disbursed to basic education, Netherlands to Zambia (USD million) ",,2025-11-24T12:05:52.124097
5.2.6_AFG.BAS.AID.JPN,"International aid disbursed to basic education, Japan's MoFA to Afghanistan (USD million)",,2025-11-24T12:05:52.124098
5.2.6_BFA.BAS.AID.NLD," International aid disbursed to basic education, Netherlands to Burkina Faso (USD million)   ",,2025-11-24T12:05:52.124099
5.2.6_CIV.BAS.AID.KFW," International aid disbursed to basic education, KfW to Côte d'Ivoire (USD million)  ",,2025-11-24T12:05:52.124100
5.2.6_CMR.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Cameroun (USD million) ",,2025-11-24T12:05:52.124101
5.2.6_DJI.BAS.AID.IMOA,"International aid disbursed to basic education, IMOA to Djibouti (USD million) ",,2025-11-24T12:05:52.124101
5.2.6_ETH.BAS.AID.FIN,"International aid disbursed to basic education, Finland to Ethiopia (USD million) ",,2025-11-24T12:05:52.124102
5.2.6_GHA.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Djibouti (USD million) ",,2025-11-24T12:05:52.124103
5.2.6_GIN.BAS.AID.ADPP.KFW,"International aid disbursed to basic education, KfW to Guinea (USD million) ",,2025-11-24T12:05:52.124104
5.2.6_GNB.BAS.AID.PORT,"International aid disbursed to basic education, Portuguese Cooperation to Guinea Bissau (USD million)",,2025-11-24T12:05:52.124107
5.2.6_KHM.BAS.AID.SWE," International aid disbursed to basic education, Sweden to Cambodia (USD million)  ",,2025-11-24T12:05:52.124108
5.2.6_LAO.BAS.AID.JICA," International aid disbursed to basic education, JICA to Laos (USD million)  ",,2025-11-24T12:05:52.124108
5.2.6_MDG.BAS.AID.WFP, International aid to basic education executed by WFP in Madagascar (USD million)  ,,2025-11-24T12:05:52.124109
5.2.6_MRT.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Mauritania (USD million) ",,2025-11-24T12:05:52.124110
5.2.6_MWI.BAS.AID.JICA,"International aid disbursed to basic education,  JICA to Malawi (USD million) ",,2025-11-24T12:05:52.124111
5.2.6_NER.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Niger (USD million) ",,2025-11-24T12:05:52.124112
5.2.6_SEN.BAS.AID.USAID," International aid disbursed to basic education, USAID to Senegal (USD million)  ",,2025-11-24T12:05:52.124113
5.2.6_SLE.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Sierra Leone (USD million)  ",,2025-11-24T12:05:52.124115
5.2.6_TJK.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124116
5.2.6_TLS.TOT.AID.KOR," International aid disbursed to total education, South Korea to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124124
5.2.6_VNM.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Vietnam (USD million) ",,2025-11-24T12:05:52.124125
5.2.6_ZMB.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Zambia (USD million) ",,2025-11-24T12:05:52.124126
5.2.7_AFG.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Afghanistan (USD million)",,2025-11-24T12:05:52.124127
5.2.7_BFA.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Burkina Faso (USD million)  ",,2025-11-24T12:05:52.124128
5.2.7_CIV.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Côte d'Ivoire (USD million)  ",,2025-11-24T12:05:52.124129
5.2.7_ETH.BAS.AID.GIZ,"International aid disbursed to basic education, GIZ/BMZ to Ethiopia (USD million) ",,2025-11-24T12:05:52.124130
5.2.7_GHA.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Djibouti (USD million) ",,2025-11-24T12:05:52.124130
5.2.7_GIN.BAS.AID.ADPP.UNICEF,"International aid disbursed to basic education, UNICEF to Guinea (USD million) ",,2025-11-24T12:05:52.124131
5.2.7_GNB.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million) ",,2025-11-24T12:05:52.124132
5.2.7_KHM.BAS.AID.UNESCO," International aid disbursed to basic education, UNESCO to Cambodia (USD million)  ",,2025-11-24T12:05:52.124133
5.2.7_LAO.BAS.AID.UNESCO," International aid disbursed to basic education, UNESCO to Laos (USD million)  ",,2025-11-24T12:05:52.124134
5.2.7_MDG.BAS.AID.UNESCO, International aid to basic education executed by UNESCO in Madagascar (USD million)  ,,2025-11-24T12:05:52.124135
5.2.7_MRT.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Mauritania (USD million) ",,2025-11-24T12:05:52.124136
5.2.7_MWI.BAS.AID.KFW,"International aid disbursed to basic education, KfW to Malawi (USD million) ",,2025-11-24T12:05:52.124136
5.2.7_NER.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Niger (USD million) ",,2025-11-24T12:05:52.124137
5.2.7_SLE.BAS.AID.WB," International aid disbursed to basic education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million) ",,2025-11-24T12:05:52.124138
5.2.7_TJK.BAS.AID.USAID," International aid disbursed to basic education, USAID to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124139
5.2.7_TLS.TOT.AID.NZL," International aid disbursed to total education, New Zealand to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124140
5.2.7_VNM.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Vietnam (USD million)",,2025-11-24T12:05:52.124141
5.2.7_ZMB.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Zambia (USD million) ",,2025-11-24T12:05:52.124142
5.2.8_AFG.BAS.AID.NLD,"International aid disbursed to basic education, Netherlands to Afghanistan (USD million)",,2025-11-24T12:05:52.124143
5.2.8_BFA.BAS.AID.EC," International aid disbursed to basic education, European Commission to Burkina Faso (USD million) ",,2025-11-24T12:05:52.124143
5.2.8_CIV.BAS.AID.USAID," International aid disbursed to basic education, USAID to Côte d'Ivoire (USD million)  ",,2025-11-24T12:05:52.124144
5.2.8_ETH.BAS.AID.GPE,"International aid disbursed to basic education, GPE Catalytic Fund to Ethiopia (USD million) ",,2025-11-24T12:05:52.124145
5.2.8_GNB.BAS.AID.JAP,"International aid disbursed to basic education, Japan (via UNICEF) to Guinea Bissau (USD million) ",,2025-11-24T12:05:52.124146
5.2.8_KHM.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Cambodia (USD million)  ",,2025-11-24T12:05:52.124147
5.2.8_LAO.BAS.AID.UNICEF," International aid disbursed to basic education, UNICEF to Laos (USD million)  ",,2025-11-24T12:05:52.124148
5.2.8_MDG.BAS.AID.UNICEF, International aid to basic education executed by UNICEF in Madagascar (USD million)  ,,2025-11-24T12:05:52.124149
5.2.8_MWI.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Malawi (USD million) ",,2025-11-24T12:05:52.124153
5.2.8_NER.BAS.AID.CHE,"International aid disbursed to basic education, Switzerland to Niger (USD million) ",,2025-11-24T12:05:52.124156
5.2.8_SLE.BAS.AID.WFP," International aid disbursed to basic education, WFP to Sierra Leone (USD million)  ",,2025-11-24T12:05:52.124157
5.2.8_TJK.BAS.AID.WFP," International aid disbursed to basic education, WFP to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124158
5.2.8_TLS.TOT.AID.CFNZL," International aid disbursed to total education, ChildFund NZAID and UNICEF to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124159
5.2.9_AFG.BAS.AID.NZL,"International aid disbursed to basic education, New Zealand to Afghanistan (USD million)",,2025-11-24T12:05:52.124160
5.2.9_ETH.BAS.AID.ITA,"International aid disbursed to basic education, Italian Cooperation to Ethiopia (USD million)",,2025-11-24T12:05:52.124160
5.2.9_KHM.BAS.AID.USAID," International aid disbursed to basic education, AUSAID to Cambodia (USD million)  ",,2025-11-24T12:05:52.124161
5.2.9_LAO.BAS.AID.WFP," International aid disbursed to basic education, WFP to Laos (USD million)  ",,2025-11-24T12:05:52.124162
5.2.9_MDG.BAS.AID.GPE," International aid disbursed to basic education, Global Partnership for Education to Madagascar (USD million)  ",,2025-11-24T12:05:52.124163
5.2.9_MWI.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Malawi (USD million) ",,2025-11-24T12:05:52.124164
5.2.9_NER.BAS.AID.LUX,"International aid disbursed to basic education, Luxembourg to Niger (USD million) ",,2025-11-24T12:05:52.124165
5.2.9_TJK.BAS.AID.WB," International aid disbursed to basic education, World Bank to Tajikistan (USD million)  ",,2025-11-24T12:05:52.124166
5.2.9_TLS.TOT.AID.PRT," International aid disbursed to total education, Portugal to Timor-Leste (USD million)  ",,2025-11-24T12:05:52.124168
5.2.AMeanIncGr.All,Annualized Mean Income Growth (2009-2014),,2025-11-24T12:05:52.124169
5.2.AMeanIncGr.B40,Annualized Mean Income Growth Bottom 40 Percent (2009-2014),,2025-11-24T12:05:52.124170
5.2_BASIC.EDU.AID,"International aid for basic education, disbursed (up to present year) and scheduled (next years), aggregation of reporting donors (USD million)",,2025-11-24T12:05:52.124171
6.0.Conspc,Consumption per capita (2011 $),,2025-11-24T12:05:52.124172
6.0.GDP_current,GDP (current $),,2025-11-24T12:05:52.124173
6.0.GDP_growth,GDP growth (annual %),,2025-11-24T12:05:52.124174
6.0.GDP_usd,GDP (constant 2005 $),,2025-11-24T12:05:52.124175
6.0.GDPpc_constant,"GDP per capita, PPP (constant 2011 international $) ",,2025-11-24T12:05:52.124176
6.0.GNIpc,GNI per capita (2011 $),,2025-11-24T12:05:52.124176
6.1_LEG.CA,Coordinating agency of Local Education Group (1=text in notes),,2025-11-24T12:05:52.124177
6.1_PRIMARY.ENERGY.INTENSITY,Energy intensity level of primary energy (MJ/$2005 PPP),,2025-11-24T12:05:52.124178
6.2_LEG.OTHER.DONORS,Donor members in Local Education Group (1=text in notes),,2025-11-24T12:05:52.124179
6.3_LEG.CSO,Civil society organizations in Local Education Group (1=text in notes),,2025-11-24T12:05:52.124180
6.4_LAST.JSR,Date of last Joint Education Sector Review (year=full date in notes),,2025-11-24T12:05:52.124181
6.5_NEXT.JSR,Date of next Joint Education Sector Review (year=full date in notes),,2025-11-24T12:05:52.124182
7.1.1_ESP.PERIOD.START,Starting year of current Education Sector Plan period (year=full period in notes),,2025-11-24T12:05:52.124182
7.1.2_ESP.PERIOD.END,Ending year of current Education Sector Plan period (year=full period in notes),,2025-11-24T12:05:52.124183
7.1_CURR.ALLOCATION.SE,Current allocation - Supervising or managing entity (1=text in notes),,2025-11-24T12:05:52.124184
7.11_CURR.ALLOCATION.MODALITY,Current allocation - Modality (1=text in notes),,2025-11-24T12:05:52.124185
7.12_CURR.ALLOCATION.2011.DISB,Current allocation - Total disbursements as of 12/2011 (USD millions),,2025-11-24T12:05:52.124188
7.13_CURR.ALLOCATION.DISB,Current allocation - Annual disbursements (USD million),,2025-11-24T12:05:52.124189
7.2_ESP.ENDORSEMENT,Endorsement of Education Sector Plan (year),,2025-11-24T12:05:52.124190
7.3_PREV.ALLOCATION.YEAR,Previous allocation - Approval (year),,2025-11-24T12:05:52.124191
7.4_PREV.ALLOCATION.AMOUNT,Previous allocation - Amount disbursed (USD million),,2025-11-24T12:05:52.124192
7.5_CURR.ALLOCATION.YEAR,Current allocation - Approval (year),,2025-11-24T12:05:52.124697
7.6_CURR.ALLOCATION.AMOUNT,Current allocation - Total indicative amount (USD million),,2025-11-24T12:05:52.124700
7.7.1_CURR.ALLOCATION.PERIOD.START,Current allocation - Starting year of implementation period (year=full period in notes),,2025-11-24T12:05:52.124701
7.7.2_CURR.ALLOCATION.PERIOD.END,Current allocation - Ending year of Implementation period (year=full period in notes),,2025-11-24T12:05:52.124702
7.8_CURR.ALLOCATION.SIGNATURE,Current allocation - Signature date (year=full date in notes),,2025-11-24T12:05:52.124703
7.9_CURR.ALLOCATION.CLOSURE,Current allocation - Closing date (year=full date in notes),,2025-11-24T12:05:52.124704
8.0.LIPI,Labor Income Poverty Index,,2025-11-24T12:05:52.124705
8.1_SCH.LEAVING.EXAMS,"Administration of school leaving exams (yes=1, no=0, see notes if available)",,2025-11-24T12:05:52.124706
8.2_INT.TESTS,"Participation in international tests (yes=1, no=0, see notes if available)",,2025-11-24T12:05:52.124707
8.3.1_ALB.LEAR.TEST.9.LANG.MEAN,"National assessment for learning outcomes in Albania, grade 9, Language (mean score)",,2025-11-24T12:05:52.124708
8.3.1_BFA.PASEC.CP2.FR,"PASEC in Burkina Faso, CP2, French (mean score)",,2025-11-24T12:05:52.124708
8.3.1_CAF.BREVET.SUCC," Brevet des colleges in Central African Republic, success rate (%) ",,2025-11-24T12:05:52.124709
8.3.1_CIV.LEAR.TEST.PRIM.ALL.MEAN,"National assessment for learning outcomes in Côte d'Ivoire, primary (CEPE), mean score of all subjects ",,2025-11-24T12:05:52.124710
8.3.1_CMR.PASEC.25.FRE,"PASEC in Cameroon, grades 2 and 5, French (mean score)",,2025-11-24T12:05:52.124711
8.3.1_ETH.LEAR.TEST.10.ENG.OPT,"National assessment for learning outcomes in Ethiopia, grade 10, English, optimal competency (%)",,2025-11-24T12:05:52.124712
8.3.1_GEO.PIRLS.4.READ.MEAN,"PIRLS in Georgia, grade 4, Reading (mean score)",,2025-11-24T12:05:52.124713
8.3.1_GHA.LEAR.TEST.P3.ENG.ABOV.MEAN,"National assessment for learning outcomes in Ghana, P3, English, students above mean (%)",,2025-11-24T12:05:52.124714
8.3.1_GIN.PASEC.CP2.FR.MEAN,"PASEC in Guinea, CP2, French (mean score)",,2025-11-24T12:05:52.124715
8.3.1_KGZ.PISA.89.READ1,"PISA in Kyrgyzstan, grades 8-9, Reading - overall (mean score)",,2025-11-24T12:05:52.124715
8.3.1_KHM.LEAR.TEST.3.LANG.MEAN,"National assessment for learning outcomes in Cambodia, grade 3, Language (mean score)",,2025-11-24T12:05:52.124716
8.3.1_LAO.LEAR.TEST.5.LANG.MEAN,"National assessment for learning outcomes in Laos, grade 5, Language (mean score)",,2025-11-24T12:05:52.124717
8.3.1_MDA.LEAR.TEST.4.MEAN,"National assessment for learning outcomes in Moldova, grade 4, mean competency (%)",,2025-11-24T12:05:52.124718
8.3.1_MDG.PASEC.CM2.FRE,"PASEC in Madagascar, CM2, French (mean score)",,2025-11-24T12:05:52.124719
8.3.1_MOZ.SACMEQ.TEST.6.READ,"SACMEQ in Mozambique, grade 5, Reading (mean score)",,2025-11-24T12:05:52.124720
8.3.1_MRT.PASEC.5.FR,"PASEC in Mauritania, grade 5, French (mean score)",,2025-11-24T12:05:52.124721
8.3.1_MWI.SACMEQ.357.READ,"SACMEQ in Malawi, standards 3,5,7, Reading (mean score)",,2025-11-24T12:05:52.124725
8.3.1_NER.LEAR.TEST.CP.FR.MEAN,"National assessment for learning outcomes in Niger, CP, French (mean score)",,2025-11-24T12:05:52.124730
8.3.1_SEN.LEAR.TEST.CE2.MATH.MIN,"National assessment for learning outcomes (SNERS) in Senegal, CE2, Mathematics, minimal competency (%)",,2025-11-24T12:05:52.124731
8.3.1_VNM.LEAR.TEST.5.MAT1,"National assessment for learning outcomes in Vietnam, grade 5, Mathematics - Level 1, scores in indicated level (%)",,2025-11-24T12:05:52.124731
8.3.1_VNM.LEAR.TEST.5.READ1,"National assessment for learning outcomes in Vietnam, grade 5, Reading - Level 1, scores in indicated level (%)",,2025-11-24T12:05:52.124732
8.3.1_ZMB.LEAR.TEST.5.READ,"National assessment for learning outcomes in Zambia, grade 5, Reading (mean score)",,2025-11-24T12:05:52.124733
8.3.10_ETH.LEAR.TEST.12.CHE.OPT,"National assessment for learning outcomes in Ethiopia, grade 12, Chemistry, optimal competency (%)",,2025-11-24T12:05:52.124734
8.3.10_GEO.LEAR.TEST.9.LANG.LOWEST,"National assessment for learning outcomes in Georgia, grade 9, Language, students in lowest level (%)",,2025-11-24T12:05:52.124735
8.3.10_GHA.LEAR.TEST.P6.ENG.ABOV.PROF,"National assessment for learning outcomes in Ghana, P6, English, students above proficient levels (%)",,2025-11-24T12:05:52.124736
8.3.10_GIN.PASEC.CM1.FR.MATH.MEAN.BEG,"PASEC in Guinea, CM1, French and Mathematics, mean score at the end of year (%)",,2025-11-24T12:05:52.124737
8.3.10_NER.LEAR.TEST.CP.FR.UNDERMIN,"National assessment for learning outcomes in Niger, CP, French, under minimal competency (%)",,2025-11-24T12:05:52.124738
8.3.11_ETH.LEAR.TEST.12.PHY.OPT,"National assessment for learning outcomes in Ethiopia, grade 12, Physics, optimal competency (%)",,2025-11-24T12:05:52.124738
8.3.11_GEO.LEAR.TEST.9.MAT.LOWEST,"National assessment for learning outcomes in Georgia, grade 9, Mathematics, students in lowest level (%)",,2025-11-24T12:05:52.124739
8.3.11_GHA.LEAR.TEST.P3.MAT.ABOV.PROF,"National assessment for learning outcomes in Ghana, P3, Mathematics, students above proficient levels (%)",,2025-11-24T12:05:52.124740
8.3.11_GIN.LEAR.TEST.CEPE.MEAN,"National assessment at the end of primary (CEPE) in Guinea, CM2 (6 grade) (mean score)",,2025-11-24T12:05:52.124741
8.3.11_NER.LEAR.TEST.CE2.FR.UNDERMIN,"National assessment for learning outcomes in Niger, CE2, French, under minimal competency (%)",,2025-11-24T12:05:52.124742
8.3.12_ETH.LEAR.TEST.12.AVR.OPT,"National assessment for learning outcomes in Ethiopia, grade 12, average of all subjects, optimal competency (%)",,2025-11-24T12:05:52.124743
8.3.12_GEO.LEAR.TEST.1.ENG.MED,"National assessment for learning outcomes in Georgia, grade 1, English, students in medium level (%)",,2025-11-24T12:05:52.124744
8.3.12_GHA.LEAR.TEST.P6.MAT.ABOV.PROF,"National assessment for learning outcomes in Ghana, P6, Mathematics, students above proficient levels (%)",,2025-11-24T12:05:52.124745
8.3.12_GIN.LEAR.TEST.BEPC.MEAN,"National assessment at the end of lower secondary (BEPC) in Guinea, 10 grade (mean score)",,2025-11-24T12:05:52.124745
8.3.12_NER.LEAR.TEST.CM2.FR.UNDERMIN,"National assessment for learning outcomes in Niger, CM2, French, under minimal competency (%)",,2025-11-24T12:05:52.124746
8.3.13_GEO.LEAR.TEST.9.LANG.MED,"National assessment for learning outcomes in Georgia, grade 9, Language, students in medium level (%)",,2025-11-24T12:05:52.124747
8.3.13_GHA.TIMSS.8.MAT.MEAN,"TIMSS in Ghana, grade 8, Mathematics (mean score)",,2025-11-24T12:05:52.124748
8.3.13_GIN.LEAR.TEST.BAC.MEAN,"National assessment at the end of secondary (BAC) in Guinea, Terminale (mean score)",,2025-11-24T12:05:52.124749
8.3.13_NER.LEAR.TEST.CP.MATH.MEAN,"National assessment for learning outcomes in Niger, CP, Mathematics (mean score)",,2025-11-24T12:05:52.124750
8.3.14_GEO.LEAR.TEST.9.MAT.MED,"National assessment for learning outcomes in Georgia, grade 9, Mathematics, students in medium level (%)",,2025-11-24T12:05:52.124751
8.3.14_GHA.TIMSS.8.SCI.MEAN,"TIMSS in Ghana, grade 8, Science (mean score)",,2025-11-24T12:05:52.124752
8.3.14_GIN.LEAR.TEST.CEPE.MIN,"National assessment at the end of primary (CEPE) in Guinea, CM2 (6 grade), minimal competency ",,2025-11-24T12:05:52.124752
8.3.14_NER.LEAR.TEST.CE2.MATH.MEAN,"National assessment for learning outcomes in Niger, CE2, Mathematics (mean score)",,2025-11-24T12:05:52.124754
8.3.15_GEO.LEAR.TEST.1.ENG.HIGH,"National assessment for learning outcomes in Georgia, grade 1, English, students in higher level (%)",,2025-11-24T12:05:52.124754
8.3.15_GHA.LITERACY.P3.LETTERS,"Making the Grade Scores in Ghana, P3, Literacy in English, Letters per minute (mean)",,2025-11-24T12:05:52.124755
